month,lat,lng,temp
Jan,38.75,-116.25,1.5
Jan,39.25,-116.25,1.2
Jan,39.75,-116.25,1.15
Jan,40.25,-116.25,0.75
Jan,40.75,-116.25,0.25
Jan,41.25,-116.25,-0.95
Jan,41.75,-116.25,-0.6499999999999999
Jan,42.25,-116.25,-0.55
Jan,42.75,-116.25,0.4
Jan,43.25,-116.25,1.65
Jan,43.75,-116.25,0.9
Jan,44.25,-116.25,-0.4
Jan,44.75,-116.25,-0.10000000000000003
Jan,45.25,-116.25,-1.0
Jan,45.75,-116.25,0.5
Jan,46.25,-116.25,1.5999999999999999
Jan,46.75,-116.25,0.95
Jan,47.25,-116.25,-0.55
Jan,47.75,-116.25,-0.75
Jan,48.25,-116.25,-2.45
Jan,48.75,-116.25,-3.25
Jan,49.25,-116.25,-5.050000000000001
Jul,30.25,-116.25,22.8
Jul,30.75,-116.25,22.549999999999997
Jul,31.25,-116.25,22.15
Jul,31.75,-116.25,22.1
Jul,32.25,-116.25,24.2
Jul,32.75,-116.25,26.8
Jul,33.25,-116.25,29.65
Jul,33.75,-116.25,31.05
Jul,34.25,-116.25,29.05
Jul,34.75,-116.25,30.45
Jul,35.25,-116.25,32.4
Jul,35.75,-116.25,33.6
Jul,36.25,-116.25,31.0
Jul,36.75,-116.25,30.05
Jul,37.25,-116.25,26.25
Jul,37.75,-116.25,24.85
Jul,38.25,-116.25,23.799999999999997
Jul,38.75,-116.25,23.15
Jul,39.25,-116.25,22.85
Jul,39.75,-116.25,23.4
Jul,40.25,-116.25,23.4
Jul,40.75,-116.25,23.05
Jul,41.25,-116.25,21.15
Jul,41.75,-116.25,21.6
Jul,42.25,-116.25,21.6
Jul,42.75,-116.25,23.2
Jul,43.25,-116.25,24.700000000000003
Jul,43.75,-116.25,23.15
Jul,44.25,-116.25,20.55
Jul,44.75,-116.25,20.2
Jul,45.25,-116.25,18.450000000000003
Jul,45.75,-116.25,20.549999999999997
Jul,46.25,-116.25,21.950000000000003
Jul,46.75,-116.25,21.2
Jul,47.25,-116.25,18.85
Jul,47.75,-116.25,18.950000000000003
Jul,48.25,-116.25,16.5
Jul,48.75,-116.25,15.6
Jul,49.25,-116.25,13.85
Jun,30.25,-116.25,19.9
Jun,30.75,-116.25,19.65
Jun,31.25,-116.25,18.75
Jun,31.75,-116.25,18.25
Jun,32.25,-116.25,19.65
Jun,32.75,-116.25,22.25
Jun,33.25,-116.25,25.6
Jun,33.75,-116.25,27.0
Jun,34.25,-116.25,24.7
Jun,34.75,-116.25,26.3
Jun,35.25,-116.25,28.55
Jun,35.75,-116.25,29.65
Jun,36.25,-116.25,27.0
Jun,36.75,-116.25,25.85
Jun,37.25,-116.25,21.6
Jun,37.75,-116.25,20.05
Jun,38.25,-116.25,18.75
Jun,38.75,-116.25,17.700000000000003
Jun,39.25,-116.25,17.200000000000003
Jun,39.75,-116.25,17.549999999999997
Jun,40.25,-116.25,17.65
Jun,40.75,-116.25,17.5
Jun,41.25,-116.25,15.6
Jun,41.75,-116.25,15.899999999999999
Jun,42.25,-116.25,16.05
Jun,42.75,-116.25,17.6
Jun,43.25,-116.25,19.5
Jun,43.75,-116.25,17.8
Jun,44.25,-116.25,15.1
Jun,44.75,-116.25,14.95
Jun,45.25,-116.25,13.15
Jun,45.75,-116.25,15.45
Jun,46.25,-116.25,17.2
Jun,46.75,-116.25,16.65
Jun,47.25,-116.25,14.600000000000001
Jun,47.75,-116.25,15.100000000000001
Jun,48.25,-116.25,12.600000000000001
Jun,48.75,-116.25,12.0
Jun,49.25,-116.25,10.0
Mar,30.25,-116.25,15.850000000000001
Mar,30.75,-116.25,15.3
Mar,31.25,-116.25,13.8
Mar,31.75,-116.25,11.2
Mar,32.25,-116.25,9.9
Mar,32.75,-116.25,11.6
Mar,33.25,-116.25,14.2
Mar,33.75,-116.25,14.850000000000001
Mar,34.25,-116.25,12.149999999999999
Mar,34.75,-116.25,13.149999999999999
Mar,35.25,-116.25,14.649999999999999
Mar,35.75,-116.25,15.1
Mar,36.25,-116.25,12.0
Mar,36.75,-116.25,10.3
Mar,37.25,-116.25,6.4
Mar,37.75,-116.25,4.800000000000001
Mar,38.25,-116.25,3.5
Mar,38.75,-116.25,2.75
Mar,39.25,-116.25,2.5
Mar,39.75,-116.25,2.8499999999999996
Mar,40.25,-116.25,3.2
Mar,40.75,-116.25,3.1
Mar,41.25,-116.25,1.4
Mar,41.75,-116.25,1.75
Mar,42.25,-116.25,2.0
Mar,42.75,-116.25,3.3
Mar,43.25,-116.25,5.5
Mar,43.75,-116.25,3.35
Mar,44.25,-116.25,1.0
Mar,44.75,-116.25,0.8
Mar,45.25,-116.25,-0.7999999999999999
Mar,45.75,-116.25,1.2
Mar,46.25,-116.25,2.7
Mar,46.75,-116.25,2.15
Mar,47.25,-116.25,-0.20000000000000007
Mar,47.75,-116.25,0.09999999999999998
Mar,48.25,-116.25,-1.65
Mar,48.75,-116.25,-2.25
Mar,49.25,-116.25,-4.0
May,30.25,-116.25,17.25
May,30.75,-116.25,16.950000000000003
May,31.25,-116.25,15.85
May,31.75,-116.25,14.35
May,32.25,-116.25,14.4
May,32.75,-116.25,16.799999999999997
May,33.25,-116.25,20.1
May,33.75,-116.25,21.2
May,34.25,-116.25,18.7
May,34.75,-116.25,20.05
May,35.25,-116.25,22.1
May,35.75,-116.25,23.1
May,36.25,-116.25,20.200000000000003
May,36.75,-116.25,18.9
May,37.25,-116.25,14.9
May,37.75,-116.25,13.2
May,38.25,-116.25,12.0
May,38.75,-116.25,11.25
May,39.25,-116.25,10.75
May,39.75,-116.25,11.5
May,40.25,-116.25,11.95
May,40.75,-116.25,12.0
May,41.25,-116.25,10.350000000000001
May,41.75,-116.25,11.35
May,42.25,-116.25,11.65
May,42.75,-116.25,13.25
May,43.25,-116.25,15.549999999999999
May,43.75,-116.25,14.9
May,44.25,-116.25,12.4
May,44.75,-116.25,12.25
May,45.25,-116.25,10.7
May,45.75,-116.25,13.0
May,46.25,-116.25,14.8
May,46.75,-116.25,14.45
May,47.25,-116.25,12.649999999999999
May,47.75,-116.25,13.25
May,48.25,-116.25,10.8
May,48.75,-116.25,10.15
May,49.25,-116.25,8.15
Nov,30.25,-116.25,17.799999999999997
Nov,30.75,-116.25,17.200000000000003
Nov,31.25,-116.25,15.85
Nov,31.75,-116.25,13.45
Nov,32.25,-116.25,12.05
Nov,32.75,-116.25,13.45
Nov,33.25,-116.25,15.5
Nov,33.75,-116.25,15.7
Nov,34.25,-116.25,13.399999999999999
Nov,34.75,-116.25,14.0
Nov,35.25,-116.25,15.0
Nov,35.75,-116.25,15.0
Nov,36.25,-116.25,12.2
Nov,36.75,-116.25,10.7
Nov,37.25,-116.25,7.3
Nov,37.75,-116.25,5.7
Nov,38.25,-116.25,4.7
Nov,38.75,-116.25,3.7
Nov,39.25,-116.25,3.3
Nov,39.75,-116.25,3.25
Nov,40.25,-116.25,2.8
Nov,40.75,-116.25,2.6500000000000004
Nov,41.25,-116.25,1.2
Nov,41.75,-116.25,1.3
Nov,42.25,-116.25,1.4
Nov,42.75,-116.25,2.55
Nov,43.25,-116.25,4.15
Nov,43.75,-116.25,2.9
Nov,44.25,-116.25,0.8
Nov,44.75,-116.25,0.8
Nov,45.25,-116.25,-0.65
Nov,45.75,-116.25,1.2
Nov,46.25,-116.25,2.5
Nov,46.75,-116.25,1.85
Nov,47.25,-116.25,0.04999999999999999
Nov,47.75,-116.25,0.15000000000000002
Nov,48.25,-116.25,-1.85
Nov,48.75,-116.25,-2.5
Nov,49.25,-116.25,-4.65
Oct,30.25,-116.25,19.700000000000003
Oct,30.75,-116.25,19.200000000000003
Oct,31.25,-116.25,17.799999999999997
Oct,31.75,-116.25,16.1
Oct,32.25,-116.25,15.85
Oct,32.75,-116.25,17.65
Oct,33.25,-116.25,20.2
Oct,33.75,-116.25,20.8
Oct,34.25,-116.25,18.450000000000003
Oct,34.75,-116.25,19.35
Oct,35.25,-116.25,20.6
Oct,35.75,-116.25,20.8
Oct,36.25,-116.25,17.8
Oct,36.75,-116.25,16.3
Oct,37.25,-116.25,12.45
Oct,37.75,-116.25,10.75
Oct,38.25,-116.25,9.649999999999999
Oct,38.75,-116.25,8.600000000000001
Oct,39.25,-116.25,8.3
Oct,39.75,-116.25,8.2
Oct,40.25,-116.25,7.699999999999999
Oct,40.75,-116.25,7.35
Oct,41.25,-116.25,5.800000000000001
Oct,41.75,-116.25,5.95
Oct,42.25,-116.25,6.15
Oct,42.75,-116.25,7.45
Oct,43.25,-116.25,9.0
Oct,43.75,-116.25,8.1
Oct,44.25,-116.25,6.0
Oct,44.75,-116.25,6.0
Oct,45.25,-116.25,4.8
Oct,45.75,-116.25,6.4
Oct,46.25,-116.25,7.5
Oct,46.75,-116.25,7.0
Oct,47.25,-116.25,5.15
Oct,47.75,-116.25,5.15
Oct,48.25,-116.25,3.1
Oct,48.75,-116.25,2.25
Oct,49.25,-116.25,0.65
Sep,30.25,-116.25,23.200000000000003
Sep,30.75,-116.25,22.75
Sep,31.25,-116.25,22.0
Sep,31.75,-116.25,20.9
Sep,32.25,-116.25,21.55
Sep,32.75,-116.25,23.65
Sep,33.25,-116.25,26.25
Sep,33.75,-116.25,27.15
Sep,34.25,-116.25,24.7
Sep,34.75,-116.25,25.9
Sep,35.25,-116.25,27.5
Sep,35.75,-116.25,28.05
Sep,36.25,-116.25,25.25
Sep,36.75,-116.25,23.85
Sep,37.25,-116.25,20.05
Sep,37.75,-116.25,18.35
Sep,38.25,-116.25,17.25
Sep,38.75,-116.25,16.6
Sep,39.25,-116.25,16.15
Sep,39.75,-116.25,16.5
Sep,40.25,-116.25,16.299999999999997
Sep,40.75,-116.25,15.700000000000001
Sep,41.25,-116.25,13.9
Sep,41.75,-116.25,14.35
Sep,42.25,-116.25,14.35
Sep,42.75,-116.25,15.8
Sep,43.25,-116.25,17.65
Sep,43.75,-116.25,16.1
Sep,44.25,-116.25,13.899999999999999
Sep,44.75,-116.25,13.95
Sep,45.25,-116.25,12.45
Sep,45.75,-116.25,14.4
Sep,46.25,-116.25,15.7
Sep,46.75,-116.25,15.0
Sep,47.25,-116.25,13.0
Sep,47.75,-116.25,13.100000000000001
Sep,48.25,-116.25,10.7
Sep,48.75,-116.25,9.75
Sep,49.25,-116.25,8.100000000000001
Apr,28.25,-115.75,19.049999999999997
Apr,29.75,-115.75,18.75
Apr,30.25,-115.75,16.8
Apr,30.75,-115.75,14.85
Apr,31.25,-115.75,13.5
Apr,31.75,-115.75,14.05
Apr,32.25,-115.75,19.15
Apr,32.75,-115.75,21.65
Apr,33.25,-115.75,23.049999999999997
Apr,33.75,-115.75,19.9
Apr,34.25,-115.75,17.95
Apr,34.75,-115.75,18.65
Apr,35.25,-115.75,18.95
Apr,35.75,-115.75,17.75
Apr,36.25,-115.75,12.850000000000001
Apr,36.75,-115.75,15.350000000000001
Apr,37.25,-115.75,12.5
Apr,37.75,-115.75,11.5
Apr,38.25,-115.75,9.5
Apr,38.75,-115.75,9.350000000000001
Apr,39.25,-115.75,8.6
Apr,39.75,-115.75,7.800000000000001
Apr,40.25,-115.75,7.4
Apr,40.75,-115.75,8.05
Apr,41.25,-115.75,6.55
Apr,41.75,-115.75,5.15
Apr,42.25,-115.75,7.95
Apr,42.75,-115.75,10.45
Apr,43.25,-115.75,9.45
Apr,43.75,-115.75,7.15
Apr,44.25,-115.75,4.9
Apr,44.75,-115.75,3.5999999999999996
Apr,45.25,-115.75,4.4
Apr,45.75,-115.75,4.75
Apr,46.25,-115.75,7.9
Apr,46.75,-115.75,6.35
Apr,47.25,-115.75,5.199999999999999
Apr,47.75,-115.75,6.199999999999999
Apr,48.25,-115.75,3.9000000000000004
Apr,48.75,-115.75,4.05
Apr,49.25,-115.75,3.3499999999999996
Aug,28.25,-115.75,24.6
Aug,29.75,-115.75,25.0
Aug,30.25,-115.75,24.15
Aug,30.75,-115.75,22.6
Aug,31.25,-115.75,22.0
Aug,31.75,-115.75,23.5
Aug,32.25,-115.75,29.0
Aug,32.75,-115.75,32.0
Aug,33.25,-115.75,33.75
Aug,33.75,-115.75,31.6
Aug,34.25,-115.75,30.0
Aug,34.75,-115.75,30.7
Aug,35.25,-115.75,31.0
Aug,35.75,-115.75,30.1
Aug,36.25,-115.75,25.5
Aug,36.75,-115.75,28.45
Aug,37.25,-115.75,25.65
Aug,37.75,-115.75,24.8
Aug,38.25,-115.75,22.9
Aug,38.75,-115.75,22.9
Aug,39.25,-115.75,22.35
Aug,39.75,-115.75,21.35
Aug,40.25,-115.75,20.65
Aug,40.75,-115.75,21.049999999999997
Aug,41.25,-115.75,19.450000000000003
Aug,41.75,-115.75,18.4
Aug,42.25,-115.75,21.05
Aug,42.75,-115.75,23.25
Aug,43.25,-115.75,22.55
Aug,43.75,-115.75,20.45
Aug,44.25,-115.75,18.15
Aug,44.75,-115.75,16.9
Aug,45.25,-115.75,17.7
Aug,45.75,-115.75,18.1
Aug,46.25,-115.75,20.9
Aug,46.75,-115.75,19.299999999999997
Aug,47.25,-115.75,17.8
Aug,47.75,-115.75,18.5
Aug,48.25,-115.75,16.05
Aug,48.75,-115.75,16.05
Aug,49.25,-115.75,15.25
Dec,28.25,-115.75,17.200000000000003
Dec,29.75,-115.75,15.7
Dec,30.25,-115.75,14.3
Dec,30.75,-115.75,12.1
Dec,31.25,-115.75,10.25
Dec,31.75,-115.75,9.75
Dec,32.25,-115.75,12.649999999999999
Dec,32.75,-115.75,13.350000000000001
Dec,33.25,-115.75,13.7
Dec,33.75,-115.75,11.149999999999999
Dec,34.25,-115.75,9.75
Dec,34.75,-115.75,9.850000000000001
Dec,35.25,-115.75,9.6
Dec,35.75,-115.75,8.4
Dec,36.25,-115.75,4.9
Dec,36.75,-115.75,5.75
Dec,37.25,-115.75,3.5999999999999996
Dec,37.75,-115.75,2.4
Dec,38.25,-115.75,0.9
Dec,38.75,-115.75,0.6
Dec,39.25,-115.75,-0.24999999999999997
Dec,39.75,-115.75,-1.15
Dec,40.25,-115.75,-2.05
Dec,40.75,-115.75,-2.45
Dec,41.25,-115.75,-2.95
Dec,41.75,-115.75,-3.4
Dec,42.25,-115.75,-1.35
Dec,42.75,-115.75,0.45000000000000007
Dec,43.25,-115.75,0.0
Dec,43.75,-115.75,-1.05
Dec,44.25,-115.75,-2.45
Dec,44.75,-115.75,-3.05
Dec,45.25,-115.75,-2.4
Dec,45.75,-115.75,-1.95
Dec,46.25,-115.75,0.30000000000000004
Dec,46.75,-115.75,-0.65
Dec,47.25,-115.75,-1.75
Dec,47.75,-115.75,-1.2
Dec,48.25,-115.75,-3.05
Dec,48.75,-115.75,-3.55
Dec,49.25,-115.75,-4.949999999999999
Feb,28.25,-115.75,15.600000000000001
Feb,29.75,-115.75,13.85
Feb,30.25,-115.75,12.55
Feb,30.75,-115.75,10.15
Feb,31.25,-115.75,8.3
Feb,31.75,-115.75,8.0
Feb,32.25,-115.75,11.7
Feb,32.75,-115.75,13.2
Feb,33.25,-115.75,14.2
Feb,33.75,-115.75,11.399999999999999
Feb,34.25,-115.75,9.7
Feb,34.75,-115.75,10.100000000000001
Feb,35.25,-115.75,9.899999999999999
Feb,35.75,-115.75,8.4
Feb,36.25,-115.75,4.15
Feb,36.75,-115.75,5.6
Feb,37.25,-115.75,2.8
Feb,37.75,-115.75,2.1
Feb,38.25,-115.75,0.35
Feb,38.75,-115.75,0.04999999999999993
Feb,39.25,-115.75,-0.75
Feb,39.75,-115.75,-1.55
Feb,40.25,-115.75,-2.1500000000000004
Feb,40.75,-115.75,-1.9
Feb,41.25,-115.75,-3.05
Feb,41.75,-115.75,-3.9000000000000004
Feb,42.25,-115.75,-1.7
Feb,42.75,-115.75,0.050000000000000044
Feb,43.25,-115.75,-0.7500000000000001
Feb,43.75,-115.75,-3.5999999999999996
Feb,44.25,-115.75,-5.2
Feb,44.75,-115.75,-6.0
Feb,45.25,-115.75,-5.35
Feb,45.75,-115.75,-5.75
Feb,46.25,-115.75,-3.75
Feb,46.75,-115.75,-5.05
Feb,47.25,-115.75,-6.6
Feb,47.75,-115.75,-6.1
Feb,48.25,-115.75,-8.9
Feb,48.75,-115.75,-9.350000000000001
Feb,49.25,-115.75,-11.75
Jan,28.25,-115.75,17.4
Jan,29.75,-115.75,16.15
Jan,30.25,-115.75,14.8
Jan,30.75,-115.75,12.55
Jan,31.25,-115.75,10.7
Jan,31.75,-115.75,10.1
Jan,32.25,-115.75,13.1
Jan,32.75,-115.75,14.0
Jan,33.25,-115.75,14.5
Jan,33.75,-115.75,12.05
Jan,34.25,-115.75,10.75
Jan,34.75,-115.75,10.85
Jan,35.25,-115.75,10.65
Jan,35.75,-115.75,9.3
Jan,36.25,-115.75,5.800000000000001
Jan,36.75,-115.75,6.85
Jan,37.25,-115.75,4.65
Jan,37.75,-115.75,3.8
Jan,38.25,-115.75,2.2
Jan,38.75,-115.75,1.8
Jan,39.25,-115.75,1.15
Jan,39.75,-115.75,0.35
Jan,40.25,-115.75,-0.45000000000000007
Jan,40.75,-115.75,-0.75
Jan,41.25,-115.75,-1.4000000000000001
Jan,41.75,-115.75,-1.85
Jan,42.25,-115.75,-0.1499999999999999
Jan,42.75,-115.75,1.35
Jan,43.25,-115.75,0.75
Jan,43.75,-115.75,-0.55
Jan,44.25,-115.75,-1.75
Jan,44.75,-115.75,-2.05
Jan,45.25,-115.75,-1.5
Jan,45.75,-115.75,-1.3
Jan,46.25,-115.75,0.65
Jan,46.75,-115.75,-0.5
Jan,47.25,-115.75,-1.55
Jan,47.75,-115.75,-1.35
Jan,48.25,-115.75,-3.0999999999999996
Jan,48.75,-115.75,-3.55
Jan,49.25,-115.75,-4.949999999999999
Jul,28.25,-115.75,23.5
Jul,29.75,-115.75,24.049999999999997
Jul,30.25,-115.75,23.25
Jul,30.75,-115.75,21.85
Jul,31.25,-115.75,21.549999999999997
Jul,31.75,-115.75,23.450000000000003
Jul,32.25,-115.75,29.2
Jul,32.75,-115.75,32.3
Jul,33.25,-115.75,34.2
Jul,33.75,-115.75,32.25
Jul,34.25,-115.75,30.9
Jul,34.75,-115.75,31.6
Jul,35.25,-115.75,32.0
Jul,35.75,-115.75,31.200000000000003
Jul,36.25,-115.75,26.700000000000003
Jul,36.75,-115.75,29.65
Jul,37.25,-115.75,26.9
Jul,37.75,-115.75,26.15
Jul,38.25,-115.75,24.35
Jul,38.75,-115.75,24.25
Jul,39.25,-115.75,23.65
Jul,39.75,-115.75,22.8
Jul,40.25,-115.75,22.1
Jul,40.75,-115.75,22.5
Jul,41.25,-115.75,20.95
Jul,41.75,-115.75,19.6
Jul,42.25,-115.75,22.3
Jul,42.75,-115.75,24.450000000000003
Jul,43.25,-115.75,23.549999999999997
Jul,43.75,-115.75,21.200000000000003
Jul,44.25,-115.75,18.799999999999997
Jul,44.75,-115.75,17.3
Jul,45.25,-115.75,18.1
Jul,45.75,-115.75,18.3
Jul,46.25,-115.75,21.1
Jul,46.75,-115.75,19.35
Jul,47.25,-115.75,17.9
Jul,47.75,-115.75,18.45
Jul,48.25,-115.75,15.899999999999999
Jul,48.75,-115.75,16.0
Jul,49.25,-115.75,15.45
Jun,28.25,-115.75,20.3
Jun,29.75,-115.75,20.75
Jun,30.25,-115.75,19.95
Jun,30.75,-115.75,18.35
Jun,31.25,-115.75,17.75
Jun,31.75,-115.75,19.4
Jun,32.25,-115.75,25.0
Jun,32.75,-115.75,28.3
Jun,33.25,-115.75,30.4
Jun,33.75,-115.75,28.15
Jun,34.25,-115.75,26.6
Jun,34.75,-115.75,27.65
Jun,35.25,-115.75,28.15
Jun,35.75,-115.75,27.25
Jun,36.25,-115.75,22.4
Jun,36.75,-115.75,25.45
Jun,37.25,-115.75,22.3
Jun,37.75,-115.75,21.35
Jun,38.25,-115.75,19.25
Jun,38.75,-115.75,19.049999999999997
Jun,39.25,-115.75,18.15
Jun,39.75,-115.75,17.1
Jun,40.25,-115.75,16.45
Jun,40.75,-115.75,16.95
Jun,41.25,-115.75,15.25
Jun,41.75,-115.75,13.9
Jun,42.25,-115.75,16.6
Jun,42.75,-115.75,19.05
Jun,43.25,-115.75,18.1
Jun,43.75,-115.75,15.8
Jun,44.25,-115.75,13.3
Jun,44.75,-115.75,11.9
Jun,45.25,-115.75,12.7
Jun,45.75,-115.75,13.15
Jun,46.25,-115.75,16.6
Jun,46.75,-115.75,15.0
Jun,47.25,-115.75,13.5
Jun,47.75,-115.75,14.5
Jun,48.25,-115.75,12.2
Jun,48.75,-115.75,12.35
Jun,49.25,-115.75,11.9
Mar,28.25,-115.75,17.450000000000003
Mar,29.75,-115.75,16.25
Mar,30.25,-115.75,14.95
Mar,30.75,-115.75,12.7
Mar,31.25,-115.75,10.8
Mar,31.75,-115.75,10.75
Mar,32.25,-115.75,15.05
Mar,32.75,-115.75,16.9
Mar,33.25,-115.75,18.1
Mar,33.75,-115.75,15.0
Mar,34.25,-115.75,13.1
Mar,34.75,-115.75,13.6
Mar,35.25,-115.75,13.6
Mar,35.75,-115.75,12.2
Mar,36.25,-115.75,7.6
Mar,36.75,-115.75,9.649999999999999
Mar,37.25,-115.75,6.800000000000001
Mar,37.75,-115.75,5.85
Mar,38.25,-115.75,4.05
Mar,38.75,-115.75,3.8499999999999996
Mar,39.25,-115.75,3.3
Mar,39.75,-115.75,2.4
Mar,40.25,-115.75,2.0
Mar,40.75,-115.75,2.55
Mar,41.25,-115.75,1.2000000000000002
Mar,41.75,-115.75,-0.15
Mar,42.25,-115.75,2.35
Mar,42.75,-115.75,5.1
Mar,43.25,-115.75,3.75
Mar,43.75,-115.75,1.55
Mar,44.25,-115.75,-0.95
Mar,44.75,-115.75,-2.0
Mar,45.25,-115.75,-1.15
Mar,45.75,-115.75,-1.3
Mar,46.25,-115.75,1.8499999999999999
Mar,46.75,-115.75,0.4
Mar,47.25,-115.75,-1.15
Mar,47.75,-115.75,-0.3500000000000001
Mar,48.25,-115.75,-2.25
Mar,48.75,-115.75,-2.05
Mar,49.25,-115.75,-3.0
May,28.25,-115.75,18.299999999999997
May,29.75,-115.75,17.85
May,30.25,-115.75,16.65
May,30.75,-115.75,14.85
May,31.25,-115.75,13.75
May,31.75,-115.75,14.65
May,32.25,-115.75,20.049999999999997
May,32.75,-115.75,22.950000000000003
May,33.25,-115.75,24.75
May,33.75,-115.75,22.1
May,34.25,-115.75,20.35
May,34.75,-115.75,21.1
May,35.25,-115.75,21.5
May,35.75,-115.75,20.35
May,36.25,-115.75,15.7
May,36.75,-115.75,18.3
May,37.25,-115.75,15.5
May,37.75,-115.75,14.55
May,38.25,-115.75,12.55
May,38.75,-115.75,12.45
May,39.25,-115.75,12.05
May,39.75,-115.75,11.25
May,40.25,-115.75,10.75
May,40.75,-115.75,11.3
May,41.25,-115.75,10.350000000000001
May,41.75,-115.75,9.45
May,42.25,-115.75,12.2
May,42.75,-115.75,15.049999999999999
May,43.25,-115.75,14.25
May,43.75,-115.75,12.7
May,44.25,-115.75,10.35
May,44.75,-115.75,9.25
May,45.25,-115.75,10.15
May,45.75,-115.75,10.8
May,46.25,-115.75,14.05
May,46.75,-115.75,12.600000000000001
May,47.25,-115.75,11.45
May,47.75,-115.75,12.55
May,48.25,-115.75,10.15
May,48.75,-115.75,10.399999999999999
May,49.25,-115.75,9.899999999999999
Nov,28.25,-115.75,19.55
Nov,29.75,-115.75,18.15
Nov,30.25,-115.75,16.65
Nov,30.75,-115.75,14.5
Nov,31.25,-115.75,12.85
Nov,31.75,-115.75,12.65
Nov,32.25,-115.75,16.4
Nov,32.75,-115.75,17.75
Nov,33.25,-115.75,18.299999999999997
Nov,33.75,-115.75,15.350000000000001
Nov,34.25,-115.75,13.899999999999999
Nov,34.75,-115.75,14.2
Nov,35.25,-115.75,14.100000000000001
Nov,35.75,-115.75,12.7
Nov,36.25,-115.75,8.85
Nov,36.75,-115.75,10.3
Nov,37.25,-115.75,7.6
Nov,37.75,-115.75,6.3
Nov,38.25,-115.75,4.65
Nov,38.75,-115.75,4.3
Nov,39.25,-115.75,3.45
Nov,39.75,-115.75,2.35
Nov,40.25,-115.75,1.7000000000000002
Nov,40.75,-115.75,1.8
Nov,41.25,-115.75,0.7000000000000001
Nov,41.75,-115.75,-0.19999999999999998
Nov,42.25,-115.75,2.0
Nov,42.75,-115.75,3.85
Nov,43.25,-115.75,3.15
Nov,43.75,-115.75,1.5
Nov,44.25,-115.75,-0.55
Nov,44.75,-115.75,-1.7000000000000002
Nov,45.25,-115.75,-1.0
Nov,45.75,-115.75,-0.85
Nov,46.25,-115.75,1.9
Nov,46.75,-115.75,0.35
Nov,47.25,-115.75,-0.8999999999999999
Nov,47.75,-115.75,-0.3
Nov,48.25,-115.75,-2.25
Nov,48.75,-115.75,-2.45
Nov,49.25,-115.75,-3.3
Oct,28.25,-115.75,21.45
Oct,29.75,-115.75,20.35
Oct,30.25,-115.75,18.9
Oct,30.75,-115.75,16.799999999999997
Oct,31.25,-115.75,15.5
Oct,31.75,-115.75,16.1
Oct,32.25,-115.75,20.65
Oct,32.75,-115.75,22.75
Oct,33.25,-115.75,23.75
Oct,33.75,-115.75,21.0
Oct,34.25,-115.75,19.4
Oct,34.75,-115.75,19.9
Oct,35.25,-115.75,19.9
Oct,35.75,-115.75,18.25
Oct,36.25,-115.75,14.100000000000001
Oct,36.75,-115.75,15.75
Oct,37.25,-115.75,12.75
Oct,37.75,-115.75,11.399999999999999
Oct,38.25,-115.75,9.5
Oct,38.75,-115.75,9.3
Oct,39.25,-115.75,8.399999999999999
Oct,39.75,-115.75,7.199999999999999
Oct,40.25,-115.75,6.5
Oct,40.75,-115.75,6.55
Oct,41.25,-115.75,5.35
Oct,41.75,-115.75,4.55
Oct,42.25,-115.75,6.75
Oct,42.75,-115.75,8.75
Oct,43.25,-115.75,8.05
Oct,43.75,-115.75,6.55
Oct,44.25,-115.75,4.65
Oct,44.75,-115.75,3.7
Oct,45.25,-115.75,4.2
Oct,45.75,-115.75,4.5
Oct,46.25,-115.75,6.65
Oct,46.75,-115.75,5.2
Oct,47.25,-115.75,4.05
Oct,47.75,-115.75,4.55
Oct,48.25,-115.75,2.45
Oct,48.75,-115.75,2.35
Oct,49.25,-115.75,1.6
Sep,28.25,-115.75,24.4
Sep,29.75,-115.75,24.200000000000003
Sep,30.25,-115.75,23.049999999999997
Sep,30.75,-115.75,21.15
Sep,31.25,-115.75,20.4
Sep,31.75,-115.75,21.549999999999997
Sep,32.25,-115.75,26.85
Sep,32.75,-115.75,29.35
Sep,33.25,-115.75,30.65
Sep,33.75,-115.75,27.950000000000003
Sep,34.25,-115.75,26.2
Sep,34.75,-115.75,26.8
Sep,35.25,-115.75,26.9
Sep,35.75,-115.75,25.700000000000003
Sep,36.25,-115.75,21.05
Sep,36.75,-115.75,23.45
Sep,37.25,-115.75,20.55
Sep,37.75,-115.75,19.65
Sep,38.25,-115.75,17.75
Sep,38.75,-115.75,17.549999999999997
Sep,39.25,-115.75,16.799999999999997
Sep,39.75,-115.75,15.9
Sep,40.25,-115.75,15.1
Sep,40.75,-115.75,15.3
Sep,41.25,-115.75,13.75
Sep,41.75,-115.75,12.65
Sep,42.25,-115.75,15.100000000000001
Sep,42.75,-115.75,17.4
Sep,43.25,-115.75,16.6
Sep,43.75,-115.75,14.55
Sep,44.25,-115.75,12.55
Sep,44.75,-115.75,11.5
Sep,45.25,-115.75,12.2
Sep,45.75,-115.75,12.3
Sep,46.25,-115.75,14.8
Sep,46.75,-115.75,13.350000000000001
Sep,47.25,-115.75,11.95
Sep,47.75,-115.75,12.5
Sep,48.25,-115.75,10.15
Sep,48.75,-115.75,10.0
Sep,49.25,-115.75,9.25
Apr,27.75,-115.25,19.7
Apr,28.25,-115.25,18.4
Apr,29.25,-115.25,19.5
